id;N. PG Atto;Anno PG Atto;Classificazione incarico;Descrizione incarico;Data inizio incarico;Data fine incarico;Durata incarico (gg);Compenso previsto (Euro);Struttura conferente;Responsabile della struttura conferente
605;565227;2022;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-30;2022-12-22;;2225.0;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
607;565227;2022;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-30;2022-12-22;;2225.0;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
610;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-07-11;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
611;565227;2022;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-30;2022-12-22;;2225.0;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
612;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
616;565227;2022;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-30;2022-12-22;;2225.0;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
619;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
620;565227;2022;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-30;2022-12-22;;2225.0;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
621;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
625;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
626;565227;2022;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-30;2022-12-22;;2225.0;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
633;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
635;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
636;565227;2022;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-30;2022-12-22;;2225.0;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
637;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
641;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
642;565227;2022;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-30;2022-12-22;;2225.0;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
644;565227;2022;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-30;2022-12-22;;2225.0;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
645;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
649;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
650;565227;2022;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-30;2022-12-22;;2225.0;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
653;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
658;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
660;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
661;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
663;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
665;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
666;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
667;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
672;401322;2021;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-01-10;2021-12-23;;2868.58;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR.SSA SILVIA MARREDDU
674;401322;2021;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-01-10;2021-12-23;;2868.58;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR.SSA SILVIA MARREDDU
677;401322;2021;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-01-10;2021-12-23;;2868.58;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR.SSA SILVIA MARREDDU
678;401322;2021;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-01-10;2021-12-23;;2868.58;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR.SSA SILVIA MARREDDU
681;401322;2021;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-01-10;2021-12-23;;2868.58;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR.SSA SILVIA MARREDDU
683;401322;2021;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-01-10;2021-12-23;;2868.58;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR.SSA SILVIA MARREDDU
684;401322;2021;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-01-10;2021-12-23;;2868.58;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR.SSA SILVIA MARREDDU
685;401322;2021;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-01-10;2021-12-23;;2868.58;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR.SSA SILVIA MARREDDU
686;401322;2021;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-01-10;2021-12-23;;2868.58;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR.SSA SILVIA MARREDDU
691;409855;2018;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2018-10-29;2019-03-25;6;297.12;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
692;401322;2021;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-01-10;2021-12-23;;2868.58;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR.SSA SILVIA MARREDDU
697;401322;2021;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-01-10;2021-12-23;;2868.58;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR.SSA SILVIA MARREDDU
701;;;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-11-13;2019-11-21;2;0.0;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
708;401322;2021;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-01-10;2021-12-23;;2868.58;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR.SSA SILVIA MARREDDU
710;401322;2021;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-01-10;2021-12-23;;2868.58;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR.SSA SILVIA MARREDDU
711;401322;2021;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-01-10;2021-12-23;;2868.58;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR.SSA SILVIA MARREDDU
712;334470;2016;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2016-07-11;2016-11-24;6;1485.6;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
716;436678;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-07-10;2021-10-21;;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
717;351211;2016;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2016-02-11;2016-11-04;2;247.6;AREA PERSONALE E ORGANIZZAZIONE;MARIAGRAZIA BONZAGNI
719;436678;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-10-26;2021-10-26;;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
720;436678;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-10-26;2021-10-26;;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
722;436678;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-04-11;2021-11-04;;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
727;436678;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-11-24;2021-11-24;;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
732;436678;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-12-15;2021-12-15;;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
737;;;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-11-11;2019-12-02;3;544.72;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
740;;;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-11-11;2019-11-11;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
741;;;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-11-14;2019-11-14;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
742;;;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-05-11;2019-11-05;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
743;;;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-11-21;2019-11-21;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
745;;;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-11-14;2019-11-14;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
746;;;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-11-26;2019-11-26;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
748;;;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-11-21;2019-11-21;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
750;6853;2019;Z1;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2020-07-01;2020-05-29;;500.0;ISTITUZIONE EDUCAZIONE E SCUOLA;POMPILIA PEPE
751;6853;2019;Z1;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2020-07-01;2020-05-29;;600.0;ISTITUZIONE EDUCAZIONE E SCUOLA;POMPILIA PEPE
757;441319;2018;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2018-11-27;2018-12-13;2;0.0;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
767;452250;2018;Z1;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2018-05-11;2018-12-31;;320.0;ISTITUZIONE EDUCAZIONE E SCUOLA;POMPILIA PEPE
769;344548;2015;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2015-11-17;2015-11-17;1;198.08;AREA PERSONALE E ORGANIZZAZIONE;MARIAGRAZIA BONZAGNI
771;344548;2015;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2015-11-19;2015-12-04;2;346.64;AREA PERSONALE E ORGANIZZAZIONE;MARIAGRAZIA BONZAGNI
772;344548;2015;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2015-11-23;2015-11-23;;198.08;AREA PERSONALE E ORGANIZZAZIONE;MARIAGRAZIA BONZAGNI
774;377543;2016;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2016-11-24;2016-12-05;4;594.24;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
775;382842;2016;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2016-01-12;2016-12-20;4;594.24;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
779;770191;2022;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-11-21;2023-12-22;;2496.88;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
786;502493;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-12-16;2021-12-16;;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
